0;0;0;0;sea;false;ocean;0
4293;91;171;32;land;false;plains;1
4294;223;34;179;land;false;mountain;1
4295;120;181;191;land;false;mountain;1
4296;42;117;95;land;false;plains;1
4297;93;121;188;land;false;plains;1
4298;232;123;129;land;false;mountain;1
4299;241;76;30;land;false;mountain;1
4300;106;133;10;land;false;mountain;1
4301;185;40;15;land;false;mountain;1
4302;9;163;253;land;false;plains;1
4303;24;50;170;land;false;plains;1
4304;214;78;83;land;false;plains;1
4305;163;64;141;land;false;plains;1
4306;24;23;29;land;false;plains;1
4307;157;142;150;land;false;plains;1
4308;235;203;138;land;false;forest;1
4309;9;136;93;land;false;plains;1
4310;210;174;159;land;false;plains;1
4311;55;8;235;land;false;plains;1
4312;253;217;140;land;false;plains;1
4313;206;44;19;land;false;mountain;1
4314;69;135;24;land;false;mountain;1
4315;64;85;26;land;false;mountain;1
4316;245;237;8;land;false;plains;1
4317;46;135;191;land;false;plains;1
4318;3;94;109;land;false;hills;1
4319;84;141;104;land;false;mountain;1
4320;142;230;1;land;false;forest;1
4321;85;192;212;land;false;plains;1
4322;177;164;108;land;true;plains;1
4323;82;69;253;land;false;plains;1
4324;51;22;167;land;false;plains;1
4325;29;142;125;land;false;mountain;1
4326;70;232;193;land;false;mountain;1
4327;205;151;99;land;false;mountain;1
4328;214;64;111;land;false;forest;1
4329;115;4;118;land;false;mountain;1
4330;168;197;117;land;false;plains;1
4331;55;117;168;land;false;plains;1
4332;205;10;176;land;false;plains;1
4333;120;247;217;land;false;mountain;1
4334;184;165;51;land;false;plains;1
4335;133;204;41;land;false;plains;1
4336;253;100;237;land;false;mountain;1
4337;114;76;194;land;false;plains;1
4338;133;120;120;land;false;plains;1
4339;164;46;186;land;false;mountain;1
4340;166;129;231;land;false;plains;1
4341;206;78;87;land;false;plains;1
4342;160;158;152;land;false;hills;1
4343;63;14;70;land;false;mountain;1
4344;36;17;4;land;false;plains;1
4345;224;133;21;land;false;plains;1
4346;50;149;125;land;false;mountain;1
4347;190;135;146;land;false;mountain;1
4348;128;224;162;land;false;plains;1
4349;121;220;7;land;true;plains;1
4350;57;195;57;land;false;mountain;1
4351;192;65;225;land;false;plains;1
4352;114;30;82;land;false;mountain;1
4353;251;6;160;land;false;plains;1
4354;99;234;58;land;false;plains;1
4355;203;180;169;land;false;plains;1
4356;215;34;130;land;false;hills;1
4357;63;152;27;land;false;plains;1
4358;165;225;113;land;false;mountain;1
4359;127;23;121;land;false;plains;1
4360;100;175;16;land;false;plains;1
4361;215;135;79;land;false;plains;1
4362;166;70;167;land;false;plains;1
4363;30;147;48;land;false;mountain;1
4364;84;223;107;land;false;forest;1
4365;31;193;238;land;false;plains;1
4366;28;101;98;land;false;mountain;1
4367;126;253;87;land;false;plains;1
4368;20;90;168;land;false;mountain;1
4369;250;3;37;land;false;mountain;1
4370;122;214;106;land;false;plains;1
4371;224;23;217;land;true;plains;1
4372;213;14;160;land;true;plains;1
4373;117;12;30;land;false;mountain;1
4374;81;68;83;land;false;mountain;1
4375;93;77;55;land;true;plains;1
4376;193;182;213;land;false;forest;1
4377;11;41;114;land;false;hills;1
4378;230;43;3;land;false;forest;1
4379;141;216;168;land;false;forest;1
4380;10;250;222;land;false;plains;1
4381;112;176;90;land;false;mountain;1
4382;36;151;38;land;false;mountain;1
4383;12;136;124;land;false;mountain;1
4384;111;249;32;land;false;plains;1
4385;197;88;239;land;false;plains;1
4386;206;203;36;land;false;mountain;1
4387;206;44;82;land;false;plains;1
4388;122;174;184;land;false;plains;1
4389;89;173;97;land;false;plains;1
4390;207;143;119;land;false;hills;1
4391;37;54;183;land;false;plains;1
4392;120;34;182;land;false;plains;1
4393;160;184;27;land;false;plains;1
4394;19;202;181;land;false;mountain;1
4395;63;195;92;land;false;plains;1
4396;235;68;9;land;false;hills;1
4397;6;158;166;land;false;plains;1
4398;129;99;100;land;false;forest;1
4399;146;220;73;land;false;forest;1
4400;38;190;60;land;false;forest;1
4401;200;254;33;land;false;plains;1
4402;151;77;125;land;false;plains;1
4403;108;92;135;land;false;plains;1
4404;78;237;188;land;false;plains;1
4405;134;27;181;land;false;mountain;1
4406;53;77;249;land;false;mountain;1
4407;81;121;193;land;false;mountain;1
4408;46;54;159;land;true;plains;1
4409;158;12;72;land;false;plains;1
4410;83;99;56;land;false;plains;1
4411;124;200;221;land;false;plains;1
4412;62;216;135;land;false;plains;1
4413;103;29;197;land;false;plains;1
4414;241;75;57;land;true;plains;1
4415;55;45;161;land;false;plains;1
4416;232;14;91;land;false;plains;1
4417;88;77;209;land;false;mountain;1
4418;42;206;119;land;false;hills;1
4419;211;52;169;land;false;mountain;1
4420;240;2;57;land;false;mountain;1
4421;104;44;179;land;false;plains;1
4422;31;65;157;land;false;mountain;1
4423;110;198;201;land;true;plains;1
4424;11;110;224;land;false;plains;1
4425;167;22;73;land;false;plains;1
4426;197;201;237;land;true;plains;1
4427;208;47;68;land;false;forest;1
4428;161;165;10;land;false;mountain;1
4429;20;233;157;land;false;plains;1
4430;53;83;59;land;false;mountain;1
4431;156;197;64;land;false;hills;1
4432;59;250;32;land;false;mountain;1
4433;177;21;107;land;false;plains;1
4434;174;61;230;land;false;plains;1
4435;75;127;123;land;false;hills;1
4436;49;41;124;land;false;plains;1
4437;120;223;15;land;false;plains;1
4438;102;114;139;land;false;plains;1
4439;196;253;161;land;false;plains;1
4440;74;161;26;land;false;plains;1
4441;13;126;254;land;false;mountain;1
4442;89;110;95;land;true;plains;1
4443;195;8;165;land;false;plains;1
4444;49;138;253;land;false;plains;1
4445;13;20;49;land;false;mountain;1
4446;150;42;91;land;false;mountain;1
4447;125;242;39;land;false;plains;1
4448;125;29;235;land;false;urban;1
4449;146;22;19;land;true;plains;1
4450;86;173;214;land;false;plains;1
4451;224;57;199;land;false;mountain;1
4452;254;225;140;land;false;hills;1
4453;86;11;204;land;false;mountain;1
4454;69;251;33;land;false;forest;1
4455;33;8;93;land;false;plains;1
4456;150;241;222;land;false;plains;1
4457;232;221;22;land;false;hills;1
4458;117;88;150;land;false;hills;1
4459;38;185;224;land;false;plains;1
4460;185;169;197;land;false;plains;1
4461;121;197;169;land;false;hills;1
4462;64;83;111;land;false;mountain;1
4463;72;136;185;land;false;mountain;1
4464;126;125;242;land;false;hills;1
4465;74;195;39;land;false;plains;1
4466;109;94;162;land;false;plains;1
4467;143;214;251;land;false;plains;1
4468;3;137;241;land;false;plains;1
4469;35;17;4;land;true;plains;1
4470;149;189;181;land;false;plains;1
4471;136;27;161;land;false;mountain;1
4472;21;128;72;land;false;plains;1
4473;162;89;242;land;false;plains;1
4474;213;174;9;land;false;plains;1
4475;212;20;135;land;false;mountain;1
4476;68;67;247;land;true;plains;1
4477;130;61;163;land;false;forest;1
4478;253;55;23;land;false;plains;1
4479;96;145;48;land;true;plains;1
4480;62;66;136;land;false;plains;1
4481;65;216;229;land;false;plains;1
4482;55;207;14;land;false;plains;1
4483;48;225;102;land;false;plains;1
4484;215;47;105;land;false;mountain;1
4485;139;23;88;land;false;mountain;1
4486;104;224;188;land;false;plains;1
4487;245;103;219;land;false;hills;1
4488;215;101;65;land;false;plains;1
4489;228;22;177;land;false;plains;1
4490;178;42;204;land;false;hills;1
4491;167;204;97;land;false;plains;1
4492;218;117;244;land;false;plains;1
4493;88;94;104;land;false;mountain;1
4494;3;253;168;land;false;mountain;1
4495;57;231;13;land;false;mountain;1
4496;163;71;38;land;false;plains;1
4497;43;161;3;land;false;forest;1
4498;93;163;193;land;false;mountain;1
4499;97;222;62;land;false;plains;1
4500;142;141;44;land;false;hills;1
4501;212;26;14;land;false;plains;1
4502;161;56;96;land;false;mountain;1
4503;46;130;152;land;false;mountain;1
4504;166;184;150;land;false;hills;1
4505;21;54;86;land;false;plains;1
4506;127;204;13;land;false;plains;1
4507;36;178;161;land;true;plains;1
4508;104;87;9;land;true;plains;1
4509;199;14;169;land;false;urban;1
4510;112;146;219;land;false;plains;1
4511;146;134;251;land;false;plains;1
4512;171;160;219;land;false;plains;1
4513;129;75;35;land;true;plains;1
4514;153;149;17;land;false;hills;1
4515;96;172;239;land;false;plains;1
4516;203;23;176;land;false;mountain;1
4517;188;158;177;land;false;plains;1
4518;156;44;16;land;false;mountain;1
4519;77;145;136;land;false;mountain;1
4520;195;152;174;land;false;mountain;1
4521;6;130;134;land;false;plains;1
4522;252;108;244;land;false;mountain;1
4523;35;134;141;land;false;mountain;1
4524;157;161;17;land;false;mountain;1
4525;140;170;212;land;false;forest;1
4526;50;210;248;land;false;hills;1
4527;224;111;204;land;true;plains;1
4528;14;68;35;land;false;plains;1
4529;62;16;29;land;false;mountain;1
4530;73;29;116;land;false;forest;1
4531;150;167;12;land;false;plains;1
4532;185;227;191;land;false;urban;1
4533;15;9;199;land;false;mountain;1
4534;12;72;93;land;false;mountain;1
4535;218;192;152;land;false;forest;1
4536;93;94;153;land;false;urban;1
4537;212;197;49;land;false;plains;1
4538;250;74;88;land;false;mountain;1
4539;96;235;121;land;false;plains;1
4540;190;60;206;land;false;plains;1
4541;81;140;121;land;false;plains;1
4542;120;252;120;land;false;mountain;1
4543;30;156;200;land;false;mountain;1
4544;138;84;52;land;true;plains;1
4545;44;207;35;land;true;forest;1
4546;100;187;228;land;false;plains;1
4547;149;25;204;land;false;plains;1
4548;225;201;106;land;false;plains;1
4549;134;255;4;land;false;plains;1
4550;21;100;213;land;false;mountain;1
4551;165;150;167;land;false;mountain;1
4552;86;217;226;land;false;plains;1
4553;9;240;170;land;false;mountain;1
4554;218;213;67;land;false;plains;1
4555;111;80;168;land;false;plains;1
4556;238;114;23;land;false;plains;1
4557;118;58;7;land;false;mountain;1
4558;196;221;238;land;false;plains;1
4559;47;6;176;land;true;plains;1
4560;216;190;217;land;false;plains;1
4561;17;104;183;land;false;plains;1
4562;110;140;131;land;false;mountain;1
4563;195;18;148;land;false;plains;1
4564;84;202;227;land;false;forest;1
4565;54;146;212;land;false;plains;1
4566;223;95;81;land;true;plains;1
4567;137;151;58;land;false;plains;1
4568;123;114;109;land;false;plains;1
4569;188;192;145;land;false;mountain;1
4570;108;222;214;land;false;plains;1
4571;6;241;72;land;false;plains;1
4572;136;4;179;land;false;plains;1
4573;23;32;249;land;false;plains;1
4574;199;109;231;land;false;mountain;1
4575;196;129;189;land;true;plains;1
4576;196;230;205;land;false;mountain;1
4577;230;234;85;land;false;plains;1
4578;154;252;77;land;false;plains;1
4579;108;113;158;land;false;plains;1
4580;176;6;142;land;true;plains;1
4581;92;117;169;land;true;plains;1
4582;176;178;231;land;false;plains;1
4583;29;22;60;land;false;plains;1
4584;218;15;91;land;false;plains;1
4585;215;96;79;land;false;forest;1
4586;167;227;187;land;false;plains;1
4587;175;172;224;land;true;plains;1
4588;94;11;182;land;true;plains;1
4589;190;90;61;land;false;plains;1
4590;3;51;11;land;false;mountain;1
4591;58;14;251;land;false;plains;1
4592;129;1;50;land;true;urban;1
4593;66;165;219;land;false;plains;1
4594;39;83;70;land;false;plains;1
4595;77;215;160;land;false;plains;1
4596;110;250;231;land;false;plains;1
4597;117;247;66;land;true;plains;1
4598;106;255;80;land;false;plains;1
4599;216;208;58;land;false;forest;1
4600;232;55;166;land;true;plains;1
4601;62;49;35;land;false;plains;1
4602;53;178;51;land;false;plains;1
4603;19;253;240;land;false;plains;1
4604;78;55;166;land;true;plains;1
4605;43;176;82;land;false;plains;1
4606;193;198;151;land;false;plains;1
4607;77;72;60;land;false;forest;1
4608;150;61;34;land;true;plains;1
4609;91;147;249;land;false;plains;1
4610;53;106;181;land;false;mountain;1
4611;195;41;110;land;false;plains;1
4612;30;2;106;land;false;plains;1
4613;146;81;0;land;false;plains;1
4614;147;174;210;land;false;plains;1
4615;171;76;219;land;false;mountain;1
4616;217;174;203;land;false;mountain;1
4617;154;219;53;land;true;plains;1
4618;27;172;75;land;false;plains;1
4619;92;204;133;land;false;plains;1
4620;98;9;74;land;true;plains;1
4621;88;189;82;land;false;forest;1
4622;245;4;52;land;false;mountain;1
4623;48;56;62;land;false;plains;1
4624;87;165;71;land;true;plains;1
4625;9;37;145;land;false;plains;1
4626;16;46;129;land;false;plains;1
4627;58;227;20;land;false;plains;1
4628;149;166;31;land;false;plains;1
4629;219;196;32;land;false;plains;1
4630;119;120;100;land;false;plains;1
4631;178;39;92;land;false;plains;1
4632;127;193;148;land;false;mountain;1
4633;194;24;16;land;false;plains;1
4634;249;131;14;land;false;plains;1
4635;20;12;172;land;false;plains;1
4636;217;216;88;land;false;plains;1
4637;209;209;168;land;true;urban;1
4638;141;39;242;land;false;plains;1
4639;10;56;182;land;false;mountain;1
4640;136;54;122;land;false;plains;1
4641;59;20;176;land;false;forest;1
4642;195;12;18;land;true;plains;1
4643;89;193;57;land;false;forest;1
4644;132;102;56;land;true;plains;1
4645;94;255;191;land;false;mountain;1
4646;243;46;163;land;false;plains;1
4647;223;154;40;land;false;plains;1
4648;26;85;20;land;false;forest;1
4649;4;71;100;land;false;mountain;1
4650;189;207;146;land;false;plains;1
4651;157;90;179;land;true;plains;1
4652;5;25;48;land;true;plains;1
4653;126;17;237;land;false;plains;1
4654;137;242;184;land;false;plains;1
4655;7;167;40;land;false;plains;1
4656;102;119;68;land;false;mountain;1
4657;50;112;245;land;false;mountain;1
4658;110;10;114;land;true;plains;1
4659;138;166;16;land;true;plains;1
4660;255;14;82;land;false;plains;1
4661;70;50;252;land;false;plains;1
4662;164;2;129;land;false;mountain;1
4663;214;142;124;land;false;plains;1
4664;234;158;140;land;false;plains;1
4665;64;169;69;land;false;plains;1
4666;208;152;39;land;false;mountain;1
4667;4;131;146;land;true;plains;1
4668;161;119;21;land;true;plains;1
4669;193;120;233;land;true;plains;1
4670;56;251;98;land;false;mountain;1
4671;126;25;62;land;false;plains;1
4672;161;222;91;land;false;forest;1
4673;168;119;137;land;false;plains;1
4674;149;126;18;land;true;plains;1
4675;57;66;54;land;false;plains;1
4676;100;187;108;land;false;forest;1
4677;70;42;20;land;false;plains;1
4678;18;23;84;land;true;plains;1
4679;113;135;60;land;false;mountain;1
4680;45;255;13;land;false;mountain;1
4681;88;221;117;land;false;mountain;1
4682;30;157;195;land;false;plains;1
4683;48;34;87;land;true;plains;1
4684;2;66;97;land;false;forest;1
4685;49;144;123;land;false;plains;1
4686;62;208;93;land;true;plains;1
4687;191;121;2;land;false;plains;1
4688;86;253;40;land;false;mountain;1
4689;106;64;114;land;false;mountain;1
4690;14;240;2;land;false;plains;1
4691;4;29;3;land;true;plains;1
4692;81;95;207;land;true;plains;1
4693;20;39;200;land;false;forest;1
4694;229;136;213;land;false;plains;1
4695;12;201;94;land;true;plains;1
4696;49;230;145;land;false;plains;1
4697;30;93;104;land;false;plains;1
4698;197;115;24;land;true;plains;1
4699;88;26;5;land;true;plains;1
4700;66;154;76;land;false;plains;1
4701;11;162;222;land;true;plains;1
4702;207;176;120;land;false;plains;1
4703;90;23;81;land;false;plains;1
4704;6;68;232;land;true;plains;1
4705;131;53;168;land;false;plains;1
4706;71;70;182;land;true;plains;1
4707;163;163;148;land;false;plains;1
4708;155;136;196;land;false;plains;1
4709;113;202;211;land;true;plains;1
4710;12;116;249;land;true;mountain;1
4711;110;56;7;land;false;mountain;1
4712;237;194;26;land;true;plains;1
4713;44;15;197;land;true;plains;1
4714;68;246;41;land;false;forest;1
4715;216;89;158;land;false;plains;1
4716;176;222;55;land;true;plains;1
4717;40;75;35;land;true;plains;1
4718;183;115;9;land;false;mountain;1
4719;189;80;159;land;true;plains;1
4720;114;252;172;land;false;plains;1
4721;5;73;252;land;true;mountain;1
4722;178;117;197;land;true;plains;1
4723;150;55;146;land;true;plains;1
4724;107;3;88;land;false;plains;1
4725;86;36;121;land;false;plains;1
4726;158;4;108;land;false;plains;1
4727;186;195;160;land;false;mountain;1
4728;78;165;12;land;true;plains;1
4729;170;97;31;land;true;plains;1
4730;185;31;42;land;false;plains;1
4731;116;177;207;land;false;plains;1
4732;36;76;206;land;true;urban;1
4733;29;119;250;land;true;plains;1
4734;205;32;31;land;true;plains;1
4735;53;61;18;land;false;plains;1
4736;153;134;4;land;false;plains;1
4737;73;95;73;land;false;mountain;1
4738;183;213;56;land;true;plains;1
4739;7;175;43;land;false;plains;1
4740;145;76;200;land;false;plains;1
4741;54;27;162;land;false;plains;1
4742;92;166;41;land;false;forest;1
4743;223;182;81;land;false;plains;1
4744;1;230;197;land;false;plains;1
4745;74;238;82;land;false;mountain;1
4746;158;6;40;land;true;plains;1
4747;95;138;176;land;true;plains;1
4748;106;176;239;land;true;plains;1
4749;239;41;46;land;false;plains;1
4750;116;17;112;land;true;plains;1
4751;44;148;223;land;false;plains;1
4752;71;62;239;land;true;plains;1
4753;114;101;153;land;true;plains;1
4754;149;89;45;land;false;plains;1
4755;151;239;235;land;false;plains;1
4756;43;193;166;land;false;mountain;1
4757;79;113;230;land;true;plains;1
4758;250;49;8;land;false;plains;1
4759;179;116;149;land;false;plains;1
4760;240;207;29;land;false;plains;1
4761;138;129;59;land;true;plains;1
4762;156;170;253;land;false;mountain;1
4763;134;98;104;land;true;plains;1
4764;96;239;238;land;true;plains;1
4765;188;248;44;land;false;plains;1
4766;62;251;119;land;true;plains;1
4767;162;137;105;land;true;plains;1
4768;152;157;149;land;true;plains;1
4769;187;29;154;land;false;mountain;1
4770;166;251;80;land;false;plains;1
4771;182;213;15;land;true;plains;1
4772;115;200;132;land;true;plains;1
4773;162;119;235;land;false;plains;1
4774;87;167;16;land;false;mountain;1
4775;251;181;119;land;false;plains;1
4776;106;19;209;land;false;plains;1
4777;218;86;215;land;false;mountain;1
4778;129;60;73;land;true;plains;1
4779;205;19;131;land;true;plains;1
4780;74;89;116;land;false;plains;1
4781;195;55;214;land;true;plains;1
4782;207;147;81;land;false;mountain;1
4783;158;117;53;land;false;mountain;1
4784;126;17;93;land;false;mountain;1
4785;142;146;127;land;true;plains;1
4786;7;101;152;land;true;plains;1
4787;225;189;196;land;false;plains;1
4788;46;113;77;land;false;mountain;1
4789;211;169;119;land;false;mountain;1
4790;61;82;215;land;true;plains;1
4791;122;57;207;land;true;plains;1
4792;242;196;151;land;false;plains;1
4793;169;227;25;land;false;mountain;1
4794;25;10;81;land;false;plains;1
4795;252;253;77;land;false;plains;1
4796;148;212;94;land;true;plains;1
4797;62;44;54;land;true;plains;1
4798;237;224;252;land;true;plains;1
4799;194;206;233;land;true;plains;1
4800;138;35;28;land;false;mountain;1
4801;74;169;231;land;false;plains;1
4802;160;186;106;land;false;mountain;1
4803;166;216;27;land;false;mountain;1
4804;211;23;87;land;true;plains;1
4805;126;237;71;land;false;plains;1
4806;64;235;33;land;true;plains;1
4807;231;20;233;land;true;mountain;1
4808;251;52;191;land;false;urban;1
4809;53;232;249;land;true;plains;1
4810;220;100;160;land;false;jungle;1
4811;131;148;196;land;true;plains;1
4812;145;167;168;land;true;plains;1
4813;135;21;195;land;false;plains;1
4814;127;29;83;land;false;plains;1
4815;184;135;57;land;false;plains;1
4816;143;164;82;land;false;plains;1
4817;31;189;62;land;false;urban;1
4818;228;115;113;land;true;urban;1
4819;72;160;166;land;true;plains;1
4820;192;8;151;land;false;urban;1
4821;2;193;172;land;true;plains;1
4822;149;170;140;land;false;urban;1
4823;246;217;79;land;true;urban;1
4824;71;20;220;land;true;urban;1
4825;1;47;80;land;false;urban;1
4826;149;113;187;land;false;urban;1
4827;159;90;204;land;true;plains;1
4828;169;206;252;land;true;plains;1
4829;125;213;146;land;true;plains;1
4830;49;178;30;land;true;plains;1
4831;200;136;41;land;true;plains;1
4832;71;70;66;land;true;urban;1
4833;231;190;126;land;true;plains;1
4834;242;242;178;land;true;urban;1
4835;117;173;62;land;true;forest;1
4836;245;114;198;land;false;plains;1
4837;178;241;187;land;false;forest;1
4838;230;208;164;land;true;urban;1
4839;221;192;78;land;true;plains;1
4840;28;191;95;land;true;urban;1
4841;82;161;39;land;true;urban;1
4842;253;56;30;land;true;plains;1
4843;18;197;51;land;true;urban;1
4844;166;230;157;land;false;plains;1
4845;236;116;187;land;true;plains;1
4846;53;65;50;land;true;urban;1
4847;29;86;85;land;true;urban;1
4848;219;216;98;land;true;urban;1
4849;98;230;248;land;true;urban;1
4850;210;139;66;land;false;jungle;1
4851;129;255;154;land;true;urban;1
4852;138;120;179;land;true;plains;1
4853;115;152;55;land;true;urban;1
4854;127;118;19;land;true;urban;1
4855;187;2;162;land;false;urban;1
4856;214;187;157;land;true;urban;1
4857;251;12;147;land;true;urban;1
4858;40;18;206;land;true;plains;1
4859;207;126;141;land;true;plains;1
4860;43;157;78;land;true;urban;1
4861;167;53;170;land;true;forest;1
4862;169;216;140;land;true;plains;1
4863;112;155;48;land;true;urban;1
4864;186;141;44;land;true;urban;1
4865;251;159;99;land;true;hills;1
4866;80;177;211;land;true;urban;1
4867;166;15;51;land;false;plains;1
4868;246;34;202;land;true;plains;1
4869;53;76;152;land;true;urban;1
4870;152;127;93;land;true;urban;1
4871;141;115;235;land;true;hills;1
4872;53;139;236;land;true;forest;1
4873;94;37;158;land;true;hills;1
4874;38;138;87;land;true;plains;1
4875;246;152;64;land;true;urban;1
4876;104;37;20;land;false;plains;1
4877;65;139;186;land;true;plains;1
4878;115;140;100;land;true;hills;1
4879;167;155;26;land;true;plains;1
4880;202;223;157;land;true;plains;1
4881;72;93;142;land;true;forest;1
4882;182;120;56;land;true;urban;1
4883;106;30;116;land;true;plains;1
4884;177;172;224;land;true;plains;1
4885;205;205;193;land;true;plains;1
4886;69;10;194;land;false;plains;1
4887;248;71;1;land;false;urban;1
4888;107;1;110;land;false;urban;1
4889;239;236;35;land;false;forest;1
4890;116;168;184;land;true;forest;1
4891;27;62;87;land;true;plains;1
4892;36;140;23;land;false;mountain;1
4893;79;240;175;land;false;urban;1
4894;13;209;221;land;true;plains;1
4895;252;163;218;land;false;mountain;1
4896;31;150;2;land;true;forest;1
4897;102;235;180;land;true;plains;1
4898;109;42;115;land;true;plains;1
4899;39;84;68;land;false;forest;1
4900;136;103;20;land;true;plains;1
4901;83;178;66;land;true;plains;1
4902;201;74;42;land;true;forest;1
4903;73;146;180;land;false;hills;1
4904;199;21;138;land;false;mountain;1
4905;220;198;105;land;false;mountain;1
4906;75;36;100;land;true;plains;1
4907;210;187;125;land;true;urban;1
4908;234;211;77;land;false;mountain;1
4909;68;82;221;land;false;urban;1
4910;215;26;248;land;true;forest;1
4911;187;204;90;land;true;forest;1
4912;177;152;133;land;false;mountain;1
4913;34;12;255;land;true;forest;1
4914;105;14;92;land;false;mountain;1
4915;248;47;169;land;true;urban;1
4916;207;114;49;land;true;plains;1
4917;235;203;171;land;true;forest;1
4918;254;77;114;land;false;hills;1
4919;191;231;152;land;false;urban;1
4920;11;253;96;land;false;plains;1
4921;253;200;195;land;true;forest;1
4922;18;110;119;land;false;urban;1
4923;163;42;81;land;false;urban;1
4924;147;7;170;land;false;mountain;1
4925;193;199;47;land;true;plains;1
4926;179;153;58;land;false;plains;1
4927;88;5;57;land;false;urban;1
4928;147;207;90;land;true;urban;1
4929;215;198;193;land;false;mountain;1
4930;52;130;180;land;true;urban;1
4931;1;11;234;land;true;mountain;1
4932;248;26;129;land;false;mountain;1
4933;237;88;149;land;true;forest;1
4934;181;119;27;land;false;hills;1
4935;31;51;43;land;false;urban;1
4936;33;8;81;land;false;mountain;1
4937;59;167;186;land;true;urban;1
4938;76;140;161;land;true;urban;1
4939;255;223;245;land;false;plains;1
4940;127;180;206;land;false;mountain;1
4941;123;205;58;land;false;hills;1
4942;10;55;157;land;false;hills;1
4943;182;53;120;land;false;urban;1
4944;15;77;21;land;false;hills;1
4945;24;146;152;land;true;plains;1
4946;130;137;42;land;false;mountain;1
4947;142;177;255;land;true;hills;1
4948;245;82;129;land;false;plains;1
4949;255;114;132;land;false;hills;1
4950;198;34;106;land;false;forest;1
4951;12;107;90;land;false;urban;1
4952;221;123;12;land;false;urban;1
4953;151;238;18;land;true;urban;1
4954;246;57;197;land;false;forest;1
4955;87;10;144;land;true;plains;1
4956;246;157;114;land;true;urban;1
4957;92;23;183;land;true;forest;1
4958;125;179;127;land;true;forest;1
4959;42;113;157;land;true;hills;1
4960;86;31;119;land;true;plains;1
4961;224;42;247;land;false;urban;1
4962;76;62;180;land;false;mountain;1
4963;92;7;86;land;false;forest;1
4964;76;254;253;land;true;urban;1
4965;252;141;159;land;true;plains;1
4966;3;230;216;land;true;forest;1
4967;184;121;55;land;true;plains;1
4968;29;88;163;land;true;urban;1
4969;220;71;231;land;false;urban;1
4970;27;5;52;land;false;mountain;1
4971;128;143;133;land;false;mountain;1
4972;8;6;57;land;true;hills;1
4973;119;36;161;land;true;plains;1
4974;205;120;181;land;true;urban;1
4975;67;133;169;land;false;mountain;1
4976;68;173;191;land;true;marsh;1
4977;83;44;158;land;false;mountain;1
4978;99;84;236;land;true;urban;1
4979;196;72;66;land;true;urban;1
4980;88;107;94;land;false;mountain;1
4981;250;238;9;land;false;hills;1
4982;160;61;81;land;false;mountain;1
4983;234;196;196;land;false;mountain;1
4984;237;223;176;land;false;urban;1
4985;61;14;103;land;true;urban;1
4986;125;195;141;land;true;forest;1
4987;11;152;163;land;true;urban;1
4988;93;231;144;land;true;mountain;1
4989;105;151;170;land;false;mountain;1
4990;145;57;168;land;true;urban;1
4991;169;65;42;land;false;hills;1
4992;243;33;29;land;false;mountain;1
4993;18;56;67;land;false;forest;1
4994;224;66;75;land;true;urban;1
4995;192;111;240;land;false;mountain;1
4996;46;145;228;land;false;urban;1
4997;203;14;75;land;false;urban;1
4998;175;199;58;land;true;urban;1
4999;186;27;11;land;true;urban;1
5000;91;75;35;land;true;forest;1
5001;166;54;188;land;true;urban;1
5002;64;94;90;land;true;forest;1
5003;183;236;167;land;false;mountain;1
5004;182;64;88;land;false;hills;1
5005;21;224;204;land;false;plains;1
5006;110;199;136;land;false;hills;1
5007;71;192;112;land;false;hills;1
5008;208;2;167;land;false;urban;1
5009;56;218;11;land;true;plains;1
5010;23;173;96;land;false;plains;1
5011;189;73;167;land;false;urban;1
5012;50;156;71;land;false;mountain;1
5013;142;114;113;land;true;plains;1
5014;127;199;38;land;false;mountain;1
5015;115;172;198;land;false;hills;1
5016;88;138;64;land;false;urban;1
5017;138;120;94;land;false;forest;1
5018;74;220;236;land;true;urban;1
5019;202;173;175;land;true;hills;1
5020;83;191;222;land;false;plains;1
5021;205;196;129;land;true;jungle;1
5022;102;19;153;land;true;plains;1
5023;246;156;166;land;false;mountain;1
5024;30;220;235;land;false;jungle;1
5025;68;128;70;land;false;urban;1
5026;155;214;68;land;false;forest;1
5027;63;13;215;land;false;hills;1
5028;185;61;58;land;false;urban;1
5029;236;253;133;land;true;urban;1
5030;95;230;174;land;false;urban;1
5031;6;224;179;land;false;urban;1
5032;201;165;27;land;true;urban;1
5033;113;70;107;land;false;hills;1
5034;48;179;81;land;false;urban;1
5035;206;244;208;land;true;urban;1
5036;148;179;158;land;false;mountain;1
5037;210;99;122;land;false;urban;1
5038;138;249;103;land;false;hills;1
5039;6;225;99;land;false;hills;1
5040;61;235;56;land;true;plains;1
5041;224;18;236;land;true;urban;1
5042;233;251;51;land;true;urban;1
5043;118;13;41;land;true;plains;1
5044;9;105;100;land;false;urban;1
5045;154;199;37;land;false;mountain;1
5046;255;237;60;land;false;urban;1
5047;23;176;209;land;false;hills;1
5048;14;254;14;land;true;urban;1
5049;175;51;179;land;true;urban;1
5050;107;189;156;land;false;plains;1
5051;105;83;132;land;false;mountain;1
5052;95;122;168;land;true;plains;1
5053;105;143;34;land;false;forest;1
5054;214;14;136;land;true;plains;1
5055;1;31;218;land;true;plains;1
5056;244;42;65;land;false;hills;1
5057;201;24;192;land;false;urban;1
5058;128;119;19;land;true;jungle;1
5059;119;22;99;land;true;plains;1
